ability|cognition,knowledge,power,quality|inability
undignified|demeaning,humbling,humiliating,inelegant,mortifying,pathetic,ridiculous,silly|dignified
undress|disrobe,divest,nakedness,nudity,peel,remove,strip,take,unclothe,withdraw|dress
unemployment|state|employment
unenclosed|open|enclosed
unendurable|bitter,impossible,insufferable,intolerable,unacceptable,unbearable|tolerable
unequally|unevenly|equally,evenly
unevenly|raggedly,unequally|equally,evenly
unevenness|inequality,irregularity,variability|evenness
unfairness|inequity,iniquity,injustice,misconduct,partiality,partisanship,shabbiness,wrongdoing|equity,fairness
unfaithfully|unreliably|reliably,dependably,faithfully
unfamiliar|foreign,strange,unacquainted,unknown|familiar
unfasten|open,undo|fasten
unfathomable|abysmal,abyssal,deep|fathomable
unfavorable|admonitory,adverse,contrary,critical,harmful,hostile,inauspicious,invidious,negative,reproachful,unpropitious,untoward|favorable
unfeelingly|callously|feelingly
unfinished|bare,incomplete,pending,rough,uncompleted,undone,undressed,unpainted,unprocessed|finished
unfit|alter,bandy,bandy-legged,bowleg,bowlegged,change,crippled,disabled,disqualify,flabby,flaccid,game,gibbous,gimpy,halt,halting,handicapped,humpbacked,humped,hunchbacked,impaired,knock-kneed,lame,modify,sick,soft,spavined,subhuman,swayback,swaybacked,unhealthy,unsound,unsuitable|qualify
unfitness|inability,ineptness,quality,softness|ability,fitness
unfold|blossom,deform,develop,extend,open,reveal,spread,stretch,uncover,undo,unveil|fold
unforgivably|inexcusably,unpardonably|pardonably,excusably
unforgiving|grim,implacable,inexorable,relentless,revengeful,stern,unrelenting,vengeful,vindictive|forgiving
unfreeze|dissolve,flux,free,issue,liquefy,melt,release,supply,thaw,unblock|freeze,block
ungracefully|gracelessly,ungraciously,woodenly|gracefully,graciously
ungraciously|gracelessly,ungracefully,woodenly|gracefully,graciously
unhallowed|profane,unholy|holy
unhappily|sadly|happily
unhappiness|feeling,sadness,spirit|happiness
unhappy|cheerless,dejected,discontent,discontented,distressed,homesick,infelicitous,joyless,lovesick,miserable,nostalgic,sorrowful,suffering,unfortunate,unhappy,unpleasant,wretched|euphoric,happy
unhardened|brittle|tempered
unharness|unhitch|harness
unhealthful|crippling,infected,insalubrious,insanitary,pathogenic,septic,toxic,unhealthy,unsanitary,unwholesome|healthful,sanitary
unhealthy|angry,arthritic,asthmatic,blistery,bloated,bloodshot,cankerous,carbuncular,carious,colicky,creaky,dehydrated,diseased,dropsical,flatulent,foamy,frail,gangrenous,gassy,inflamed,inflammatory,ingrowing,ingrown,insalubrious,jaundiced,membranous,mental,morbid,pathological,puffy,rheumatic,rheumatoid,rheumy,sallow,sick,sickly,sunburned,sunburnt,swollen,tumescent,tumid,turgid,ulcerated,ulcerous,unfit,unhealthful,unsound,unwholesome,varicose,wheezy,windburned,yellow|healthy
unhelpful|discouraging|helpful
unhitch|undo|hitch
unholiness|quality|holiness
unholy|demonic,diabolic,diabolical,evil,fiendish,hellish,infernal,profane,satanic,sinful,unhallowed,unrighteous,wicked|holy
unhook|detach|hook
unhurried|careful,deliberate,easy,easygoing,leisurely,measured,patient|hurried
unification|combination,conjugation,fusion,merger,state,union|separation,disunion
uniform|clothing,consistent,furnish,habiliment,homogeneous,provide,regular,render,single,supply,unvarying,wear,wearable|multiform
unify|alter,amalgamate,change,integrate,join,merge,mingle,modify,unite|divide
unilateral|direct,lineal,one-sided|multilateral
unimpaired|intact,undamaged,uninjured,whole|impaired
universal|adaptable,convention,cosmopolitan,coupling,ecumenical,formula,general,normal,pattern,proposition,rule,worldwide|particular
unjust|actionable,dirty,dishonorable,foul,inequitable,partial,unfair,unjust,unrighteous,wrong,wrongful|just,equitable,fair
unkind|cutting,edged,harsh,hurtful,inhumane,malign,merciless,pitiless,rough,unkindly,unmerciful|kind
unkindly|unkind|kindly
unknowingly|unwittingly|wittingly,knowingly
unknown|alien,anonymous,dishonorable,inglorious,interloper,intruder,nameless,obscure,region,strange,stranger,transcendent,trespasser,unbeknown,unbeknownst,uncharted,undiscovered,unexplored,unfamiliar,unheard-of,unidentified,unnamed,unsung,unsuspected,variable|known
unlikelihood|unlikeliness|likeliness,likelihood
unlikeliness|unlikelihood|likeliness,likelihood
unlock|disengage,open,withdraw|lock
unluckily|alas,regrettably|luckily,fortunately
unmanageable|awkward,clumsy,cumbersome,cumbrous,defiant,difficult,disobedient,incorrigible,intractable,ungainly,ungovernable,unruly,unwieldy|manageable
unmanly|cowardly,effeminate,emasculate,fearful,sissified,sissy,womanish|manly,manfully
unmarked|unnoticed|marked
unmarried|divorced,single,unwed,widowed|married
unmask|debunk,expose,uncloak,uncover|mask
unmoral|amoral,neutral|moral,immoral
unmusical|dissonant|musical,melodious
unnatural|affected,artificial,constrained,contrived,deliberate,elocutionary,forced,grotesque,hokey,mannered,monstrous,paranormal,stilted,strained,studied,supernatural,ugly,violent|unaffected,natural
unnaturally|artificially|naturally
unnecessary|excess,extra,gratuitous,inessential,needless,redundant,spare,superfluous,surplus,uncalled-for,unessential,unneeded|necessary
unneeded|excess,extra,gratuitous,inessential,needless,redundant,spare,superfluous,surplus,uncalled-for,unessential,unnecessary|necessary
unnoticeable|invisible,obscure,unobtrusive|noticeable,obtrusive
unobtrusive|unnoticeable|obtrusive
unoccupied|free,spare,uninhabited,untenanted|occupied
unofficial|informal,loose,summary,unauthorized,unconfirmed,unsanctioned,wildcat|official
unorganized|nonunion,unformed,unstructured|organized
unoriginal|banal,bromidic,cliched,commonplace,conventional,corny,dusty,hackneyed,moth-eaten,ready-made,secondary,shopworn,slavish,stale,stock,threadbare,timeworn,tired,trite,well-worn|original
unorthodox|dissident,heretical,heterodox,iconoclastic,irregular,maverick|orthodox
unpack|remove,take,withdraw|pack
unpaid|amateur,free,gratis,gratuitous,outstanding,owing,recreational,voluntary,volunteer|paid
unpalatable|brackish,distasteful,inedible,offensive,tasteless,unappetizing,uneatable,unpleasant,unsavory|palatable
unpardonable|deadly,inexcusable,inexpiable,mortal,unforgivable|pardonable
unpardonably|inexcusably,unforgivably|pardonably,excusably
unpatriotic|disloyal|patriotic
unpleasant|acerbic,acid,acrid,awful,beastly,bitter,blistering,caustic,displeasing,dour,dreadful,embarrassing,forbidding,god-awful,grim,harsh,hellish,ill-natured,mortifying,nasty,offensive,painful,repellent,rough,sharp,sore,sulfurous,tart,ungrateful,unhappy,unpalatable,venomous,virulent,vitriolic|pleasant
unpolished|dull,gauche,graceless,inelegant,rough,unrefined|polished
unpopularity|quality|popularity
unprejudiced|impartial,open,receptive|prejudiced
unprepared|ad-lib,extempore,impromptu,off-the-cuff,offhand,offhanded,unready,unrehearsed|prepared
unprincipled|dishonorable,immoral,unscrupulous|principled
unprocessed|crude,fresh,impure,natural,rude,unfinished,unrefined,untreated|refined
unproductive|bootless,fruitless,futile,ineffective,ineffectual,infertile,sleeveless,sterile,unprofitable,vain|productive
unprofitable|dead,idle,lean,marginal,profitless,unproductive,unrewarding,unsuccessful,useless|profitable
unprofitably|fruitlessly|profitably,fruitfully,productively
unpropitious|inauspicious,ominous,thunderous,unfavorable|propitious
unprotected|defenseless,exposed,insecure,naked,open,susceptible,unsafe,vulnerable|protected
unravel|disentangle,disintegrate,ravel,undo,unscramble,unsnarl,untangle|knot,ravel
unreasonably|immoderately|moderately,reasonably
unreliable|dangerous,erratic,fallible,treacherous,uncertain,undependable,unsafe,unsound|dependable,reliable
unreliably|unfaithfully|reliably,dependably
unrepentant|impenitent,obdurate,obstinate,unashamed,unregenerate|repentant,penitent
unrighteous|evil,guilty,immoral,sinful,unholy,unjust,unworthy,wicked|righteous
unripe|green,immature,unready,unripened|ripe
unripened|green,immature,unripe|ripe
unroll|displace,move,unfurl,unwind|wind
unsaddle|remove,take,withdraw|saddle
unsafe|breakneck,chancy,dangerous,desperate,dicey,embattled,harmful,hazardous,insecure,insidious,parlous,perilous,precarious,risky,shaky,suicidal,touch-and-go,treacherous,unprotected,unreliable,unsafe,vulnerable,wild|safe,secure
unsalable|unmarketable|salable
unsanitary|insanitary,unhealthful|sanitary
unsaturated|dull|saturated
unscramble|alter,change,modify,undo,unravel,untangle|knot,ravel
unsettled|aimless,changeable,doubtful,erratic,floating,homeless,itinerant,migrant,migratory,mobile,nomadic,open,peregrine,peripatetic,planetary,rootless,roving,stateless,tentative,uncertain,undecided,undetermined,uninhabited,unresolved,vagabond,vagrant,variable,wayfaring|settled
unshapely|asymmetric,asymmetrical,chunky,clubfooted,deformed,distorted,knobby,lumpy,malformed,misshapen,nodular,pituitary,shapeless|shapely
unshaven|bearded,bewhiskered,mustached,stubbly,whiskered|shaven
unsheathe|draw,pull|sheathe
unshod|barefoot,barefooted|shod
unsnarl|disentangle,order|snarl,entangle
unsoundness|badness,condition,status|soundness
unsure|ambivalent,diffident,doubtful,dubious,hesitant,timid,uncertain|sure,certain
unsystematic|disorganized,irregular|systematic
untangle|disencumber,disengage,disentangle,extricate,free,undo,unravel,unscramble|knot,ravel
untimeliness|timing|timeliness
unusual|antic,crazy,curious,different,eerie,eery,exotic,fantastic,fantastical,freaky,funny,grotesque,other,peculiar,quaint,queer,rummy,singular,strange,unaccustomed,uncommon,unique,weird|familiar
unvaried|same,unvarying|varied
unvarying|changeless,constant,invariable,same,single,uniform,unvaried|multiform,varied
unveil|expose,remove,reveal,show,take,uncover,withdraw|veil
unvoiced|hard,implicit,unexpressed,unsaid,unspoken,unstated,voiceless|voiced
unwanted|friendless,outcast,throwaway,uncalled-for,unclaimed,undesirable,undesired,unloved,unsought,unwelcome|wanted
unwary|gullible,unguarded|wary
unwind|affect,decompress,disentangle,displace,move,relax,turn,unbend,undo,unroll|strain,tense
unwisely|foolishly|wisely
unwitting|ignorant,unaware,uninformed,unintended,unknowing,unplanned|witting
unwittingly|unknowingly|wittingly,knowingly
unworldly|cloistered,cloistral,monastic,naif,naive,pious,spiritual,unearthly|worldly
unworthiness|badness,ineptness|worthiness
unworthy|contemptible,despicable,dishonorable,evil,slimy,ugly,undeserving,unmerited,unrighteous,vile,worthless,wretched|worthy
unwrap|break,disclose,discover,divulge,expose,impart,reveal,tell,uncover,undo|wrap
upper-class|propertied,quality,tweedy|lower-class,middle-class
upriver|upstream|downstream,downriver
upstream|upriver|downstream,downriver
upward|upwardly,upwards|downward,downwards,down
upwardly|upward,upwards|downward,downwards,down
upwards|upward,upwardly|downward,downwards,down
upwind|leeward,weather,windward|downwind,windward
usefulness|quality,utility|uselessness
uselessness|quality|usefulness,utility
utility|facility,inferior,installation,metric,program,quality,secondary,service,substitute,usefulness|uselessness
value|amount,appraise,appreciate,assess,consider,continuance,determine,duration,esteem,evaluate,ideal,judge,measure,prize,quantity,rate,reckon,regard,respect,treasure,valuate,value,view,worth|disesteem,disrespect
variability|irregularity,unevenness,variance|evenness
varietal|vino,wine|generic
vegetable|branchlike,herb,produce,rooted,vegetative,veggie|mineral,animal
veracity|truthfulness|mendacity
verbal|prolix,spoken|numerical
verbosity|style|terseness
verity|actuality,truth|falsity
vernal|immature,young,youthful|summery,autumnal,wintry
verso|page,reverse,side|recto,obverse
vertebrate|chordate|invertebrate
vertical|erect,erectile,hierarchic,hierarchical,integration,orientation,plumb,rampant,standing,steep,straight,unbent,unbowed,upright|inclined
veto|ballot,blackball,command,compel,contradict,controvert,disallow,forbid,interdict,negative,oppose,power,prohibit,proscribe,require,vote|allow,permit
vowel|letter,phone,sound|consonant
vulnerable|assailable,compromising,conquerable,dangerous,defenseless,endangered,indefensible,insecure,open,penetrable,susceptible,threatened,undefended,unguarded,unprotected,unsafe,weak|invulnerable
waive|abandon,forfeit,forgo,relinquish|claim
wake|aftermath,alarm,alert,alter,arouse,awake,awaken,backwash,change,consequence,effect,elicit,event,evoke,fire,heat,ignite,inflame,island,issue,kindle,modify,outcome,provoke,raise,result,rouse,turn,upshot,viewing,vigil,waken,watch,wave|sleep
wakefulness|alertness,attention,vigilance,waking,watchfulness|sleepiness
walk|accompany,achievement,associate,bearing,behave,calling,career,carriage,compel,comport,cover,cross,gait,locomotion,move,obligate,oblige,pace,pass,path,play,posture,score,tally,track,travel,traveling,traverse,vocation,walking,walkway|ride
walk-on|actor,mute,nonspeaking,player,thespian,tongueless|speaking
wanted|desirable,precious,sought,sought-after,welcome|unwanted
wariness|caution,chariness|unwariness
warm|affectionate,alter,ardent,caring,change,close,cordial,emotional,enthusiastic,excitable,fond,fresh,friendly,hearty,lively,loving,lukewarm,modify,near,nigh,quick,strong,tender,tepid,warmly|cool
weak|anemic,decrepit,delicate,dilute,down,faint,fallible,feeble,flaccid,flimsy,fragile,frail,gutless,human,imperfect,infirm,lame,light,limp,namby-pamby,pale,pallid,perceptible,powerless,puny,regular,rickety,sapless,shoddy,sick,slack,slight,spineless,stupid,tender,tenuous,thin,unaccented,unskilled,unstressed,vulnerable,washy,watery,weakly,wishy-washy|strong
weaken|alter,blunt,break,change,counteract,damp,dampen,deaden,decrease,diminish,disobey,fall,lessen,modify,sabotage,soften,subvert,undermine|strengthen,escalate
weakly|decrepit,feeble,frail,infirm,rickety,sapless,weak|strongly
weakness|failing,helplessness,imperfection,impotence,impotency,misfortune,penchant,predilection,preference,property,taste|strength
wealth|abundance,belongings,copiousness,holding,property,riches,wealthiness|poverty
wealthiness|wealth|poverty
wear|assume,bear,break,bust,clothing,covering,crumble,decay,deteriorate,dress,endure,fatigue,feature,habiliment,have,impairment,jade,last,outwear,tire,wearable,wearing,weary|refresh
wearable|clothing,covering,habiliment,wear|unwearable
weary|degenerate,deteriorate,devolve,drop,fatigue,jade,outwear,pall,tire,tired,wear|refresh
wedge|block,bomber,chock,deposit,diacritic,displace,fasten,force,grinder,heel,hero,hoagie,hoagy,iron,lodge,move,sandwich,secure,squeeze,stick,submarine,torpedo,triangle,trilateral|dislodge
weedy|lean,scrawny,skinny,thin,underweight|weedless
weight|angle,artefact,artifact,bias,burden,charge,coefficient,importance,metric,oppression,predetermine,slant,unit,weightiness|unburden
well|advisable,asymptomatic,comfortably,compartment,considerably,easily,excavation,fortunate,fountainhead,good,healthy,intimately,rise,shaft,source,surface,swell,vessel,wellspring|badly
wellness|health,upbeat,welfare,well-being|illness
